1 5 2022-01-06 17:03:22 Cash 6.43
2 3 2022-11-12 11:56:01 Card 12.33
3 3 2022-10-26 22:22:41 Cash 33.76
4 9 2022-04-01 19:48:42 Card 4.56
5 2 2022-09-02 20:04:53 Cash 18.96
6 4 2022-07-26 16:05:33 Card 6.70
7 2 2022-05-30 18:00:39 Cash 25.19
8 6 2022-01-11 16:53:57 Card 23.27
9 7 2022-03-25 10:52:39 Card 6.16
10 5 2022-10-19 11:07:56 Card 22.25
11 4 2022-04-21 12:15:34 Cash 5.09
12 8 2022-07-05 19:22:30 Cash 22.25
13 2 2022-03-31 13:56:55 Card 5.35
14 2 2022-10-17 12:12:40 Card 13.67
15 9 2022-06-08 10:31:25 Cash 5.89
16 6 2022-06-01 12:09:38 Cash 17.16
17 7 2022-06-25 17:11:35 Cash 16.88
18 10 2022-05-10 15:12:14 Cash 20.63
19 7 2022-03-25 13:47:00 Cash 15.55
20 7 2022-04-10 16:10:45 Card 18.77
21 9 2022-02-18 21:17:32 Card 6.70
22 5 2022-02-25 21:54:20 Card 20.09
23 6 2022-03-31 20:49:39 Cash 6.16
24 7 2022-11-15 14:34:30 Cash 6.43
25 10 2022-04-21 10:24:07 Card 4.56
26 10 2022-01-30 13:12:36 Card 5.63
27 8 2022-09-17 22:56:48 Card 6.70
28 2 2022-08-06 19:02:42 Cash 5.36
29 10 2022-06-09 14:16:17 Card 6.70
30 8 2022-04-21 11:36:59 Card 11.78
31 10 2022-06-10 15:28:01 Card 6.42
32 3 2022-08-10 14:00:39 Cash 11.79
33 2 2022-03-24 17:22:36 Cash 7.23
34 6 2022-02-19 19:33:45 Card 9.12
35 3 2022-07-30 15:14:01 Cash 7.72
36 4 2022-05-30 18:17:21 Cash 5.90
37 8 2022-02-25 11:54:03 Card 4.56
38 2 2022-12-08 11:16:59 Cash 6.43
39 7 2022-05-21 17:36:17 Cash 27.86
40 5 2022-07-27 22:58:33 Card 19.03
41 2 2022-09-20 11:51:52 Card 5.09
42 10 2022-02-07 12:47:43 Card 6.97
43 1 2022-01-19 16:27:32 Card 17.70
44 8 2022-06-06 21:22:08 Card 28.69
45 8 2022-03-06 10:16:36 Cash 7.23
46 8 2022-09-07 16:55:45 Card 6.70
47 3 2022-12-30 15:10:38 Card 10.71
48 1 2022-03-20 12:17:38 Card 9.12
49 7 2022-01-23 16:52:09 Card 9.91
50 7 2022-08-07 21:13:34 Card 8.31
51 9 2022-11-30 22:40:34 Card 28.96
52 10 2022-02-24 10:40:42 Card 10.72
53 1 2022-10-12 12:20:51 Card 6.70
54 9 2022-02-02 14:18:58 Card 4.56
55 2 2022-10-23 19:28:31 Card 6.70
56 10 2022-07-21 15:02:08 Cash 25.72
57 8 2022-02-12 19:50:28 Card 5.35
58 10 2022-12-09 18:33:00 Card 26.00
59 7 2022-11-06 15:08:16 Card 14.20
60 6 2022-10-18 17:31:23 Cash 33.22
61 5 2022-08-20 11:06:27 Card 13.67
62 6 2022-11-23 20:31:57 Card 11.25
63 5 2022-08-02 17:08:57 Cash 18.75
64 2 2022-12-21 16:05:31 Card 8.58
65 1 2022-05-08 13:51:15 Card 7.23
66 1 2022-10-08 17:06:02 Cash 18.75
67 1 2022-02-07 12:51:04 Cash 7.51
68 6 2022-03-02 13:26:57 Cash 32.97
69 10 2022-05-17 11:18:12 Card 23.29
70 2 2022-05-04 22:25:43 Card 5.90
71 3 2022-09-01 15:09:11 Card 17.43
72 5 2022-08-25 21:37:40 Card 6.16
73 7 2022-06-23 13:06:55 Card 7.23
74 6 2022-12-10 20:17:07 Card 4.56
75 9 2022-03-09 10:30:39 Card 19.83
76 7 2022-07-22 13:14:17 Card 5.36
77 5 2022-10-17 19:36:08 Card 22.52
78 7 2022-10-28 14:59:26 Card 6.70
79 4 2022-08-23 18:42:11 Card 9.12
80 3 2022-08-30 19:00:32 Card 10.70
81 10 2022-08-18 11:41:19 Card 4.56
82 1 2022-09-08 17:40:44 Cash 7.24
83 3 2022-03-30 10:09:15 Card 5.89
84 4 2022-07-01 19:15:49 Card 13.67
85 10 2022-12-29 11:09:48 Card 7.51
86 2 2022-04-29 13:47:21 Cash 6.17
87 8 2022-04-02 20:12:18 Card 11.78
88 2 2022-02-10 18:05:59 Card 14.20
89 5 2022-03-26 20:13:47 Cash 5.35
90 8 2022-11-16 16:03:48 Card 32.42
91 10 2022-03-09 11:34:05 Cash 19.04
92 1 2022-08-25 14:17:26 Cash 6.70
93 9 2022-04-01 18:10:30 Card 24.90
94 8 2022-02-03 14:58:38 Cash 13.94
95 6 2022-06-13 15:07:44 Card 26.81
96 5 2022-09-23 15:23:50 Card 4.56
97 5 2022-04-07 22:48:53 Card 12.87
98 10 2022-05-16 17:44:56 Cash 7.76
99 4 2022-10-27 15:09:16 Cash 21.16
100 9 2022-07-31 13:01:30 Cash 4.56
101 8 2022-07-06 10:15:40 Cash 5.36
102 9 2023-01-01 15:37:42 Card 7.51
103 5 2022-08-10 15:08:11 Cash 6.16
104 7 2022-06-11 22:53:35 Card 5.63
105 3 2022-04-10 16:04:28 Card 26.53
106 1 2022-06-07 18:57:43 Cash 10.99
107 2 2022-06-03 11:06:13 Cash 17.41
108 7 2022-11-30 17:49:15 Card 15.82
109 8 2022-04-13 14:14:25 Card 7.51
110 10 2022-01-28 21:40:39 Card 6.70
111 7 2022-08-18 13:53:46 Cash 5.35
112 5 2022-05-01 13:01:43 Card 5.35
113 5 2022-08-05 22:28:11 Cash 12.33
114 10 2022-03-01 13:18:58 Cash 12.33
115 1 2022-05-18 17:27:27 Card 6.16
116 6 2022-07-17 12:34:27 Card 32.70
117 10 2022-07-09 19:36:45 Cash 27.62
118 9 2022-12-25 22:08:10 Card 20.63
119 8 2022-03-09 21:03:10 Card 18.49
120 9 2022-12-31 17:10:06 Card 23.32
121 1 2022-12-31 14:25:07 Card 7.51
122 6 2022-02-18 13:15:50 Card 13.93
123 8 2022-06-16 14:19:31 Card 6.70
124 3 2022-11-12 16:36:22 Card 5.35
125 9 2022-02-23 16:15:02 Card 33.74
126 4 2022-08-01 14:32:15 Card 15.82
127 10 2022-11-10 10:05:01 Card 12.05
128 8 2022-11-04 18:04:48 Cash 6.42
129 7 2022-09-16 21:50:00 Card 7.76
130 7 2022-09-20 22:54:50 Card 30.57
131 8 2022-05-06 12:39:16 Card 5.63
132 7 2022-11-30 22:12:44 Card 20.91
133 8 2022-10-13 17:50:22 Card 33.77
134 7 2022-08-28 18:29:50 Card 5.35
135 1 2022-06-14 17:56:55 Card 9.91
136 9 2022-02-16 11:48:01 Card 8.03
137 2 2022-04-29 21:43:53 Cash 27.07
138 10 2022-09-21 11:00:03 Card 6.16
139 6 2022-04-24 22:36:59 Card 29.46
140 7 2022-02-20 17:56:23 Card 6.16
141 5 2022-07-06 13:50:16 Card 10.70
142 6 2022-02-08 22:31:34 Card 28.11
143 2 2022-01-12 19:55:28 Card 5.63
144 9 2022-09-25 19:13:08 Card 5.63
145 6 2022-10-31 15:43:23 Cash 13.40
146 7 2022-05-01 16:16:03 Cash 7.51
147 8 2022-04-14 12:08:37 Card 6.70
148 6 2022-05-12 17:46:49 Card 6.70
149 9 2022-11-03 20:27:38 Cash 5.35
150 1 2022-11-26 15:08:20 Card 17.43
151 7 2022-03-16 16:50:36 Card 6.97
152 9 2022-08-18 19:45:55 Card 12.05
153 3 2022-07-08 11:14:37 Cash 25.20
154 4 2022-04-26 14:01:09 Card 6.17
155 10 2022-12-07 15:54:17 Card 6.96
156 7 2022-07-06 13:00:25 Card 16.62
157 7 2022-03-16 11:42:41 Card 13.66
158 3 2022-08-26 19:46:52 Card 14.20
159 6 2022-04-18 22:07:11 Cash 7.51
160 10 2022-05-07 20:05:50 Cash 7.76
161 1 2022-06-02 15:01:36 Cash 8.03
162 7 2022-01-20 17:48:50 Card 6.16
163 1 2022-11-30 13:27:10 Card 4.56
164 5 2022-01-31 21:24:19 Cash 8.31
165 1 2022-09-26 15:40:40 Card 6.69
166 3 2022-08-30 10:20:05 Card 11.26
167 2 2022-02-09 22:39:36 Cash 18.77
168 4 2022-07-09 21:05:17 Cash 24.40
169 7 2022-01-17 22:59:27 Card 32.41
170 5 2022-08-27 14:32:17 Card 26.25
171 1 2022-04-18 21:39:00 Cash 11.78
172 6 2022-02-11 22:24:09 Card 12.60
173 10 2022-09-17 16:33:14 Cash 17.41
174 2 2022-09-16 14:50:26 Card 6.16
175 9 2022-10-26 10:07:09 Card 13.13
176 4 2022-01-25 16:16:02 Card 6.42
177 5 2022-07-06 21:58:13 Cash 6.42
178 1 2022-01-31 13:50:43 Card 23.85
179 3 2022-01-01 14:15:15 Card 6.17
180 10 2022-12-08 13:45:32 Card 24.91
181 9 2022-09-12 14:08:09 Card 7.23
182 8 2022-01-03 12:13:09 Card 7.24
183 3 2022-09-19 14:47:40 Card 4.56
184 8 2022-12-09 13:00:13 Card 15.26
185 1 2022-12-09 11:23:14 Card 9.33
186 8 2022-10-19 13:29:10 Card 19.56
187 3 2022-03-22 22:46:16 Card 18.21
188 7 2022-06-29 10:50:06 Cash 6.42
189 1 2022-09-07 18:49:22 Card 18.76
190 8 2022-02-26 13:58:56 Cash 7.51
191 3 2022-08-04 21:31:45 Cash 16.36
192 5 2022-08-20 20:59:17 Card 9.91
193 2 2022-08-13 12:34:17 Card 14.20
194 9 2022-11-13 16:33:46 Card 6.17
195 4 2022-12-19 19:52:18 Card 24.40
196 6 2022-05-12 22:22:09 Card 15.00
197 5 2022-12-18 21:07:34 Card 7.51
198 2 2022-12-17 15:15:58 Cash 13.66
199 2 2022-10-21 18:25:42 Card 24.12
200 4 2022-09-11 21:50:25 Card 6.69
201 7 2022-10-25 22:43:44 Card 23.04
202 9 2022-04-14 14:31:50 Card 36.19
203 7 2022-07-11 18:09:38 Card 21.71
204 1 2022-11-04 18:59:01 Card 12.60
205 6 2022-08-12 13:29:18 Cash 4.56
206 3 2022-09-11 16:47:17 Card 6.97
207 8 2022-01-04 19:44:33 Cash 19.30
208 8 2022-08-06 14:50:21 Cash 6.70
209 3 2022-04-07 11:59:14 Cash 9.91
210 10 2022-02-08 20:38:06 Card 15.28
211 10 2022-09-13 19:45:36 Card 18.44
212 4 2022-07-24 21:37:23 Cash 25.45
213 2 2022-05-10 16:01:46 Card 19.29
